State,Substate Region,12-17 Estimate,"12-17 
95% CI (Lower)","12-17 
95% CI (Upper)",18-25 Estimate,"18-25 
95% CI (Lower)","18-25 
95% CI (Upper)",26 or Older Estimate,26 or Older 95% CI (Lower),26 or Older 95% CI (Upper),18 or Older Estimate,18 or Older 95% CI (Lower),18 or Older 95% CI (Upper)
Nevada,Clark – Region 1,0.07%,0.03%,0.16%,0.62%,0.30%,1.27%,0.23%,0.10%,0.53%,0.28%,0.14%,0.59%
Nevada,Region 3,*,*,*,*,*,*,*,*,*,0.42%,0.20%,0.87%
Nevada,Capital District,*,*,*,*,*,*,*,*,*,*,*,*
Nevada,Rural/Frontier,*,*,*,*,*,*,*,*,*,*,*,*
Nevada,Washoe – Region 2,*,*,*,0.97%,0.44%,2.12%,0.37%,0.15%,0.88%,0.45%,0.21%,0.97%
New Hampshire,New Hampshire,0.12%,0.06%,0.26%,1.58%,1.00%,2.50%,0.56%,0.33%,0.97%,0.70%,0.44%,1.12%
New Hampshire,Central,*,*,*,1.63%,0.98%,2.70%,0.49%,0.27%,0.90%,0.66%,0.40%,1.09%
New Hampshire,Central 1,*,*,*,1.48%,0.81%,2.68%,0.51%,0.26%,1.00%,0.66%,0.38%,1.17%
New Hampshire,Central 2,*,*,*,1.81%,1.00%,3.27%,0.48%,0.24%,0.95%,0.65%,0.37%,1.15%
New Hampshire,Northern,*,*,*,1.78%,0.94%,3.36%,0.49%,0.24%,1.02%,0.67%,0.37%,1.23%
New Hampshire,Southern,0.13%,0.06%,0.28%,1.51%,0.89%,2.56%,0.61%,0.34%,1.11%,0.73%,0.44%,1.22%
New Hampshire,Southern 1 (Rockingham),*,*,*,1.53%,0.79%,2.92%,0.42%,0.20%,0.85%,0.55%,0.30%,1.01%
New Hampshire,Southern 2,*,*,*,1.50%,0.82%,2.72%,0.74%,0.38%,1.43%,0.84%,0.48%,1.49%
New Jersey,New Jersey,0.11%,0.05%,0.22%,1.15%,0.73%,1.81%,0.62%,0.39%,0.98%,0.69%,0.45%,1.04%
New Jersey,Central,*,*,*,1.32%,0.71%,2.43%,0.50%,0.26%,0.96%,0.61%,0.34%,1.06%
New Jersey,Metropolitan,*,*,*,0.80%,0.41%,1.52%,0.72%,0.38%,1.34%,0.73%,0.41%,1.29%
New Jersey,Northern,0.11%,0.05%,0.25%,1.14%,0.64%,1.99%,0.61%,0.34%,1.09%,0.68%,0.41%,1.13%
New Jersey,Southern,*,*,*,1.44%,0.81%,2.54%,0.63%,0.35%,1.14%,0.74%,0.44%,1.24%
New Mexico,New Mexico,0.09%,0.04%,0.21%,0.55%,0.28%,1.09%,0.20%,0.09%,0.44%,0.25%,0.13%,0.50%
New Mexico,Region 1,*,*,*,*,*,*,0.16%,0.06%,0.42%,0.21%,0.09%,0.47%
New Mexico,Region 2,*,*,*,*,*,*,*,*,*,0.23%,0.10%,0.52%
New Mexico,Region 3 (Bernalillo),*,*,*,0.59%,0.27%,1.30%,0.23%,0.10%,0.54%,0.28%,0.13%,0.59%
New Mexico,Region 4,*,*,*,*,*,*,*,*,*,0.29%,0.13%,0.64%
New Mexico,Region 5,*,*,*,0.58%,0.28%,1.21%,0.19%,0.08%,0.45%,0.25%,0.12%,0.53%
New Mexico,Region 5a,*,*,*,*,*,*,*,*,*,0.24%,0.11%,0.54%
New Mexico,Region 5b (Dona Ana),*,*,*,*,*,*,*,*,*,0.26%,0.12%,0.59%
New York,New York,0.10%,0.05%,0.17%,0.71%,0.48%,1.05%,0.47%,0.32%,0.70%,0.51%,0.35%,0.72%
New York,Region 1: Long Island,*,*,*,0.82%,0.46%,1.43%,0.30%,0.16%,0.56%,0.37%,0.22%,0.62%
New York,Region 2: New York City,0.10%,0.04%,0.24%,0.51%,0.32%,0.80%,0.53%,0.33%,0.85%,0.53%,0.34%,0.81%
New York,Region 2A: Bronx,*,*,*,0.29%,0.14%,0.59%,0.62%,0.30%,1.31%,0.57%,0.28%,1.13%
New York,Region 2B: Kings,*,*,*,0.42%,0.23%,0.79%,0.65%,0.35%,1.19%,0.61%,0.35%,1.08%
New York,Region 2C: New York,*,*,*,0.56%,0.30%,1.03%,0.55%,0.27%,1.10%,0.55%,0.30%,1.03%
New York,Region 2D: Queens,*,*,*,0.62%,0.32%,1.18%,0.36%,0.18%,0.73%,0.40%,0.22%,0.72%
New York,Region 2E: Richmond,*,*,*,*,*,*,*,*,*,0.48%,0.27%,0.87%
New York,Region 3: Mid-Hudson,*,*,*,0.76%,0.42%,1.38%,0.34%,0.18%,0.63%,0.40%,0.23%,0.68%
New York,Region 4: Capital Region,*,*,*,0.90%,0.49%,1.65%,0.48%,0.26%,0.88%,0.54%,0.32%,0.92%
New York,Region 5: Mohawk Valley,*,*,*,*,*,*,*,*,*,*,*,*
New York,Region 6: North Country,*,*,*,*,*,*,*,*,*,*,*,*
New York,Region 7: Tug Hill Seaway,*,*,*,*,*,*,*,*,*,0.54%,0.31%,0.96%
New York,Region 8: Central,*,*,*,1.03%,0.54%,1.93%,0.61%,0.33%,1.14%,0.68%,0.39%,1.17%
New York,Region 9: Southern Tier,*,*,*,*,*,*,*,*,*,0.48%,0.28%,0.83%
New York,Region 10: Finger Lakes,*,*,*,0.83%,0.45%,1.54%,0.45%,0.24%,0.84%,0.51%,0.30%,0.88%
New York,Region 11: Western,*,*,*,0.89%,0.49%,1.61%,0.58%,0.32%,1.05%,0.63%,0.37%,1.05%
North Carolina,North Carolina,0.08%,0.04%,0.16%,0.75%,0.46%,1.24%,0.29%,0.16%,0.51%,0.35%,0.21%,0.59%
North Carolina,Alliance Behavioral Healthcare 1,*,*,*,*,*,*,0.32%,0.15%,0.70%,0.35%,0.17%,0.69%
North Carolina,Alliance Behavioral Healthcare 2,*,*,*,*,*,*,*,*,*,0.25%,0.13%,0.50%
North Carolina,Cardinal Innovations Healthcare Solutions 1,*,*,*,*,*,*,*,*,*,0.38%,0.20%,0.74%
North Carolina,Cardinal Innovations Healthcare Solutions 2,*,*,*,*,*,*,*,*,*,0.34%,0.18%,0.64%
North Carolina,Cardinal Innovations Healthcare Solutions 3,*,*,*,*,*,*,0.26%,0.12%,0.55%,0.28%,0.14%,0.56%
North Carolina,CenterPoint Human Services,*,*,*,*,*,*,*,*,*,0.37%,0.19%,0.72%
North Carolina,Eastpointe,*,*,*,*,*,*,0.31%,0.14%,0.68%,0.35%,0.18%,0.70%
North Carolina,Partners Behavioral Health Management,*,*,*,*,*,*,*,*,*,0.37%,0.20%,0.72%
North Carolina,Sandhills Center 1,*,*,*,*,*,*,*,*,*,*,*,*
North Carolina,Sandhills Center 2,*,*,*,*,*,*,*,*,*,0.38%,0.20%,0.73%
North Carolina,Smoky Mountain Center 1,*,*,*,*,*,*,*,*,*,0.43%,0.22%,0.82%
North Carolina,Smoky Mountain Center 2,*,*,*,*,*,*,*,*,*,0.41%,0.21%,0.79%
North Carolina,Trillium Healthcare Resources 1,*,*,*,*,*,*,*,*,*,0.41%,0.21%,0.78%
North Carolina,Trillium Healthcare Resources 2,*,*,*,*,*,*,*,*,*,*,*,*
North Dakota,North Dakota,0.09%,0.04%,0.22%,0.49%,0.24%,0.99%,0.19%,0.08%,0.42%,0.24%,0.12%,0.49%
North Dakota,Badlands and West Central,*,*,*,0.60%,0.28%,1.32%,0.17%,0.07%,0.41%,0.23%,0.11%,0.50%
North Dakota,Badlands,*,*,*,*,*,*,*,*,*,*,*,*
North Dakota,West Central,*,*,*,*,*,*,0.16%,0.06%,0.42%,0.23%,0.10%,0.51%
North Dakota,Lake Region,*,*,*,*,*,*,*,*,*,*,*,*
North Dakota,North Central,*,*,*,*,*,*,*,*,*,0.25%,0.11%,0.57%
North Dakota,Northeast,*,*,*,*,*,*,*,*,*,0.27%,0.12%,0.61%
North Dakota,Northwest,*,*,*,*,*,*,*,*,*,*,*,*
North Dakota,South Central,*,*,*,*,*,*,*,*,*,*,*,*
North Dakota,Southeast,*,*,*,0.37%,0.16%,0.83%,0.22%,0.09%,0.54%,0.25%,0.11%,0.55%
Ohio,Ohio,0.08%,0.04%,0.15%,0.79%,0.52%,1.20%,0.34%,0.22%,0.52%,0.40%,0.27%,0.59%
Ohio,"Boards 2, 46, 55, and 68",*,*,*,*,*,*,*,*,*,0.41%,0.23%,0.73%
Ohio,"Boards 3, 52, and 85",*,*,*,*,*,*,*,*,*,*,*,*
Ohio,Boards 4 and 78,*,*,*,*,*,*,*,*,*,0.40%,0.22%,0.70%
Ohio,Boards 5 and 60,*,*,*,*,*,*,*,*,*,0.43%,0.24%,0.78%
Ohio,"Boards 7, 15, 41, 79, and 84",*,*,*,*,*,*,*,*,*,0.41%,0.23%,0.73%
Ohio,"Boards 8, 13, and 83",*,*,*,*,*,*,*,*,*,*,*,*
Ohio,Board 9 (Butler),*,*,*,*,*,*,*,*,*,*,*,*
Ohio,Board 12,*,*,*,*,*,*,*,*,*,*,*,*
Ohio,Boards 18 and 47,*,*,*,0.62%,0.33%,1.16%,0.35%,0.18%,0.71%,0.39%,0.21%,0.70%
Ohio,"Boards 20, 32, 54, and 69",*,*,*,*,*,*,*,*,*,0.44%,0.25%,0.78%
Ohio,"Boards 21, 39, 51, 70, and 80",*,*,*,*,*,*,*,*,*,0.34%,0.19%,0.60%
Ohio,"Boards 22, 74, and 87",*,*,*,*,*,*,*,*,*,0.38%,0.22%,0.67%
Ohio,Boards 23 and 45,*,*,*,*,*,*,*,*,*,0.44%,0.25%,0.77%
Ohio,Board 25 (Franklin),*,*,*,0.39%,0.20%,0.76%,0.31%,0.16%,0.60%,0.32%,0.18%,0.58%
Ohio,"Boards 27, 71, and 73",*,*,*,*,*,*,*,*,*,0.45%,0.26%,0.80%
Ohio,"Boards 28, 43, and 67",*,*,*,*,*,*,*,*,*,0.36%,0.20%,0.65%
Ohio,Board 31 (Hamilton),*,*,*,0.81%,0.43%,1.52%,0.42%,0.22%,0.82%,0.48%,0.27%,0.85%
Ohio,Board 48 (Lucas),*,*,*,*,*,*,*,*,*,0.43%,0.25%,0.76%
Ohio,Boards 50 and 76,*,*,*,*,*,*,0.38%,0.20%,0.73%,0.45%,0.26%,0.78%
Ohio,Board 57 (Montgomery),*,*,*,*,*,*,0.38%,0.19%,0.76%,0.43%,0.24%,0.78%
Ohio,Board 77 (Summit),*,*,*,*,*,*,0.38%,0.19%,0.75%,0.43%,0.24%,0.78%
Oklahoma,Oklahoma,0.06%,0.03%,0.13%,0.55%,0.29%,1.03%,0.21%,0.10%,0.43%,0.26%,0.14%,0.49%
Oklahoma,Central,*,*,*,*,*,*,*,*,*,0.20%,0.09%,0.43%
Oklahoma,East Central,*,*,*,*,*,*,*,*,*,0.27%,0.13%,0.57%
Oklahoma,Northeast,*,*,*,*,*,*,*,*,*,0.25%,0.12%,0.53%
Oklahoma,Northwest and Southwest,*,*,*,*,*,*,*,*,*,0.29%,0.14%,0.62%
Oklahoma,Oklahoma County,*,*,*,*,*,*,0.23%,0.10%,0.55%,0.25%,0.12%,0.56%
Oklahoma,Southeast,*,*,*,*,*,*,*,*,*,0.27%,0.13%,0.58%
Oklahoma,Tulsa County,*,*,*,*,*,*,0.25%,0.11%,0.56%,0.28%,0.14%,0.59%
Oregon,Oregon,0.08%,0.04%,0.17%,0.94%,0.55%,1.61%,0.39%,0.22%,0.71%,0.47%,0.27%,0.79%
Oregon,Region 1 (Multnomah),*,*,*,*,*,*,0.47%,0.22%,1.00%,0.48%,0.24%,0.96%
Oregon,Region 2,*,*,*,0.85%,0.43%,1.68%,0.34%,0.16%,0.72%,0.41%,0.21%,0.78%
Oregon,Region 3,*,*,*,1.14%,0.59%,2.18%,0.41%,0.20%,0.83%,0.52%,0.28%,0.95%
Oregon,Region 4,*,*,*,1.02%,0.51%,2.04%,0.34%,0.16%,0.74%,0.42%,0.21%,0.83%
Oregon,Region 5 (Central),*,*,*,*,*,*,*,*,*,*,*,*
Oregon,Region 6 (Eastern),*,*,*,*,*,*,*,*,*,0.53%,0.27%,1.04%
Pennsylvania,Pennsylvania,0.11%,0.06%,0.21%,1.16%,0.81%,1.64%,0.58%,0.40%,0.83%,0.66%,0.48%,0.91%
Pennsylvania,Region 1 (Allegheny),*,*,*,1.17%,0.66%,2.08%,0.68%,0.38%,1.20%,0.74%,0.44%,1.23%
Pennsylvania,"Regions 3, 8, 9, and 51",*,*,*,1.41%,0.80%,2.49%,0.56%,0.30%,1.03%,0.67%,0.40%,1.14%
Pennsylvania,"Regions 4, 11, 37, and 49",*,*,*,1.37%,0.77%,2.45%,0.45%,0.24%,0.83%,0.57%,0.34%,0.95%
Pennsylvania,"Regions 5, 18, 23, 24, and 46",*,*,*,1.33%,0.75%,2.34%,0.50%,0.28%,0.89%,0.61%,0.37%,1.00%
Pennsylvania,"Regions 6, 12, 16, 31, 35, 45, and 47",*,*,*,1.03%,0.57%,1.85%,0.59%,0.31%,1.09%,0.67%,0.39%,1.13%
Pennsylvania,"Regions 7, 13, 20, and 33",0.12%,0.05%,0.26%,1.00%,0.57%,1.74%,0.38%,0.21%,0.67%,0.46%,0.28%,0.75%
Pennsylvania,"Regions 10, 15, 27, 32, 43, and 44",*,*,*,*,*,*,0.56%,0.30%,1.02%,0.65%,0.38%,1.11%
Pennsylvania,Regions 17 and 21,*,*,*,*,*,*,*,*,*,0.70%,0.41%,1.19%
Pennsylvania,"Regions 19, 26, 28, and 42",*,*,*,1.63%,0.96%,2.75%,0.60%,0.35%,1.05%,0.74%,0.46%,1.19%
Pennsylvania,"Regions 22, 38, 40, 41, and 48",*,*,*,1.45%,0.83%,2.53%,0.53%,0.29%,0.95%,0.63%,0.38%,1.05%
Pennsylvania,Regions 29 and 34,*,*,*,*,*,*,0.50%,0.27%,0.93%,0.62%,0.36%,1.06%
Pennsylvania,Regions 30 and 50,*,*,*,1.40%,0.78%,2.52%,0.56%,0.31%,1.03%,0.67%,0.40%,1.12%
Pennsylvania,Region 36 (Philadelphia),*,*,*,0.45%,0.25%,0.79%,1.02%,0.57%,1.85%,0.92%,0.53%,1.61%
Rhode Island,Rhode Island,0.09%,0.04%,0.18%,0.90%,0.51%,1.59%,0.46%,0.25%,0.87%,0.53%,0.30%,0.94%
Rhode Island,Region 1: Southern Providence County,*,*,*,*,*,*,0.39%,0.17%,0.87%,0.47%,0.23%,0.95%
Rhode Island,Region 2: Northern Providence County/Blackstone Valley,*,*,*,0.86%,0.42%,1.75%,0.48%,0.22%,1.03%,0.53%,0.27%,1.05%
Rhode Island,Region 3: Providence,*,*,*,0.76%,0.37%,1.57%,0.69%,0.31%,1.53%,0.71%,0.35%,1.41%
Rhode Island,Region 4: Kent County,*,*,*,1.06%,0.52%,2.16%,0.41%,0.19%,0.89%,0.48%,0.24%,0.97%
Rhode Island,Region 5: East Bay,*,*,*,*,*,*,0.45%,0.21%,0.99%,0.55%,0.28%,1.09%
Rhode Island,Region 6: Newport County,*,*,*,*,*,*,*,*,*,0.46%,0.23%,0.96%
Rhode Island,Region 7: South County,*,*,*,*,*,*,0.41%,0.18%,0.91%,0.48%,0.24%,0.97%
South Carolina,South Carolina,0.06%,0.03%,0.14%,0.57%,0.30%,1.07%,0.22%,0.11%,0.45%,0.27%,0.14%,0.51%
South Carolina,Region 1,*,*,*,0.67%,0.32%,1.40%,0.22%,0.10%,0.50%,0.29%,0.14%,0.58%
South Carolina,Region 2,*,*,*,0.47%,0.22%,1.02%,0.22%,0.09%,0.49%,0.25%,0.12%,0.53%
South Carolina,Region 3,*,*,*,*,*,*,0.23%,0.10%,0.53%,0.27%,0.12%,0.57%
South Carolina,Region 4,*,*,*,0.55%,0.26%,1.19%,0.23%,0.10%,0.51%,0.27%,0.13%,0.56%
South Dakota,South Dakota,0.08%,0.04%,0.19%,0.62%,0.33%,1.19%,0.21%,0.10%,0.44%,0.27%,0.14%,0.52%
South Dakota,Region 1,*,*,*,0.76%,0.35%,1.66%,0.21%,0.09%,0.51%,0.29%,0.14%,0.61%
South Dakota,Region 2,*,*,*,*,*,*,*,*,*,*,*,*
South Dakota,Region 3,*,*,*,0.64%,0.29%,1.40%,0.20%,0.08%,0.49%,0.27%,0.13%,0.58%
South Dakota,Region 4,*,*,*,*,*,*,*,*,*,0.28%,0.13%,0.61%
South Dakota,Region 5,*,*,*,0.47%,0.21%,1.02%,0.22%,0.09%,0.52%,0.25%,0.12%,0.54%
Tennessee,Tennessee,0.08%,0.04%,0.16%,0.61%,0.33%,1.12%,0.23%,0.11%,0.48%,0.29%,0.15%,0.54%
Tennessee,Region 1,*,*,*,*,*,*,*,*,*,0.30%,0.14%,0.64%
Tennessee,Region 2,*,*,*,0.80%,0.37%,1.72%,0.24%,0.10%,0.54%,0.31%,0.15%,0.64%
Tennessee,Region 3,*,*,*,*,*,*,0.22%,0.09%,0.52%,0.29%,0.14%,0.61%
Tennessee,Region 4 (Davidson),*,*,*,*,*,*,*,*,*,*,*,*
Tennessee,Region 5,*,*,*,0.66%,0.32%,1.37%,0.20%,0.09%,0.48%,0.27%,0.13%,0.55%
Tennessee,Region 6,*,*,*,*,*,*,*,*,*,0.31%,0.14%,0.65%
Tennessee,Region 7 (Shelby),*,*,*,*,*,*,0.28%,0.11%,0.70%,0.28%,0.12%,0.65%
Texas,Texas,0.07%,0.03%,0.13%,0.50%,0.32%,0.78%,0.15%,0.09%,0.28%,0.21%,0.13%,0.34%
Texas,Region 1,*,*,*,*,*,*,*,*,*,0.29%,0.15%,0.55%
Texas,Region 2,*,*,*,*,*,*,*,*,*,0.32%,0.17%,0.60%
Texas,Region 3,0.07%,0.03%,0.14%,0.52%,0.30%,0.88%,0.15%,0.08%,0.29%,0.20%,0.12%,0.35%
Texas,Region 3a,*,*,*,0.46%,0.25%,0.86%,0.13%,0.06%,0.28%,0.18%,0.10%,0.33%
Texas,Region 3bc,*,*,*,0.62%,0.33%,1.15%,0.18%,0.09%,0.38%,0.25%,0.13%,0.45%
Texas,Region 4,*,*,*,*,*,*,0.20%,0.09%,0.44%,0.27%,0.14%,0.52%
Texas,Region 5,*,*,*,*,*,*,*,*,*,0.28%,0.14%,0.54%
Texas,Region 6,0.07%,0.03%,0.15%,0.46%,0.26%,0.84%,0.14%,0.07%,0.29%,0.19%,0.10%,0.34%
Texas,Region 6a,*,*,*,0.45%,0.24%,0.86%,0.14%,0.06%,0.29%,0.18%,0.10%,0.34%
Texas,Region 6bc,*,*,*,*,*,*,*,*,*,*,*,*
Texas,Region 7,*,*,*,0.47%,0.27%,0.83%,0.16%,0.08%,0.32%,0.21%,0.12%,0.38%
Texas,Region 7a,*,*,*,0.43%,0.22%,0.84%,0.13%,0.06%,0.30%,0.18%,0.09%,0.35%
Texas,Region 7bcd,*,*,*,*,*,*,0.22%,0.10%,0.46%,0.28%,0.15%,0.52%
Texas,Region 8,*,*,*,0.47%,0.25%,0.90%,0.14%,0.06%,0.31%,0.19%,0.10%,0.37%
Texas,Region 9,*,*,*,*,*,*,*,*,*,*,*,*
Texas,Region 10,*,*,*,*,*,*,*,*,*,*,*,*
Texas,Region 11,*,*,*,0.34%,0.18%,0.66%,0.12%,0.06%,0.26%,0.16%,0.08%,0.30%
Texas,Region 11abd,*,*,*,*,*,*,*,*,*,0.18%,0.09%,0.35%
Texas,Region 11c (Hidalgo),*,*,*,*,*,*,*,*,*,*,*,*
Utah,Utah,0.10%,0.05%,0.21%,0.57%,0.30%,1.07%,0.29%,0.15%,0.58%,0.34%,0.18%,0.63%
Utah,"Bear River, Northeastern, Summit, Tooele, and Wasatch",*,*,*,*,*,*,*,*,*,0.33%,0.15%,0.71%
Utah,"Central, Four Corners, San Juan, and Southwest",*,*,*,*,*,*,*,*,*,0.42%,0.21%,0.84%
Utah,"Central, Four Corners, and San Juan",*,*,*,*,*,*,*,*,*,*,*,*
Utah,Southwest,*,*,*,*,*,*,*,*,*,*,*,*
Utah,Davis County,*,*,*,*,*,*,*,*,*,*,*,*
Utah,Salt Lake County,*,*,*,0.58%,0.27%,1.22%,0.30%,0.14%,0.65%,0.34%,0.17%,0.70%
Utah,Utah County,*,*,*,0.43%,0.19%,0.97%,0.29%,0.13%,0.67%,0.32%,0.16%,0.68%
Utah,"Weber, Morgan",*,*,*,*,*,*,*,*,*,0.35%,0.16%,0.75%
Vermont,Vermont,0.13%,0.06%,0.29%,1.70%,1.03%,2.80%,0.61%,0.36%,1.04%,0.78%,0.49%,1.23%
Vermont,Champlain Valley,*,*,*,1.25%,0.67%,2.32%,0.57%,0.30%,1.09%,0.69%,0.40%,1.20%
Vermont,Rural Northeast,*,*,*,2.26%,1.18%,4.29%,0.66%,0.33%,1.30%,0.88%,0.49%,1.57%
Vermont,Rural Southeast,*,*,*,1.77%,0.92%,3.37%,0.61%,0.31%,1.20%,0.75%,0.42%,1.34%
Vermont,Rural Southwest,*,*,*,2.25%,1.14%,4.40%,0.65%,0.32%,1.34%,0.88%,0.48%,1.61%
Virginia,Virginia,0.08%,0.04%,0.20%,0.81%,0.50%,1.31%,0.35%,0.20%,0.60%,0.41%,0.26%,0.67%
Virginia,Region 1,*,*,*,1.03%,0.54%,1.95%,0.32%,0.16%,0.65%,0.43%,0.24%,0.78%
Virginia,Region 2,*,*,*,0.56%,0.28%,1.09%,0.21%,0.10%,0.46%,0.25%,0.13%,0.49%
Virginia,Region 3,*,*,*,1.12%,0.61%,2.04%,0.46%,0.24%,0.89%,0.56%,0.32%,0.98%
Virginia,Region 4,*,*,*,0.75%,0.38%,1.45%,0.47%,0.23%,0.95%,0.51%,0.27%,0.95%
Virginia,Region 5,*,*,*,0.72%,0.38%,1.37%,0.37%,0.19%,0.75%,0.43%,0.24%,0.78%
Washington,Washington,0.09%,0.05%,0.17%,0.84%,0.47%,1.47%,0.43%,0.23%,0.80%,0.48%,0.27%,0.86%
Washington,Region 1,*,*,*,0.87%,0.46%,1.64%,0.48%,0.23%,0.98%,0.54%,0.29%,1.03%
Washington,Greater Columbia and North Central,*,*,*,0.71%,0.34%,1.47%,0.48%,0.22%,1.07%,0.52%,0.26%,1.06%
Washington,Spokane,*,*,*,*,*,*,*,*,*,0.57%,0.29%,1.15%
Washington,Region 2,*,*,*,0.76%,0.40%,1.43%,0.38%,0.19%,0.75%,0.43%,0.23%,0.80%
Washington,King,*,*,*,0.58%,0.29%,1.19%,0.37%,0.17%,0.78%,0.40%,0.20%,0.78%
Washington,North Sound,*,*,*,1.04%,0.50%,2.16%,0.41%,0.19%,0.88%,0.49%,0.25%,0.98%
Washington,Region 3,*,*,*,0.92%,0.50%,1.68%,0.45%,0.23%,0.90%,0.52%,0.28%,0.97%
Washington,Pierce,*,*,*,0.67%,0.32%,1.42%,0.49%,0.22%,1.09%,0.52%,0.25%,1.08%
Washington,Salish,*,*,*,*,*,*,*,*,*,*,*,*
Washington,SW WA and Great Rivers,*,*,*,*,*,*,*,*,*,0.55%,0.27%,1.12%
Washington,Thurston-Mason,*,*,*,*,*,*,*,*,*,*,*,*
West Virginia,West Virginia,0.08%,0.04%,0.17%,1.16%,0.71%,1.89%,0.46%,0.27%,0.78%,0.55%,0.34%,0.88%
West Virginia,Region I,*,*,*,*,*,*,*,*,*,0.54%,0.29%,1.01%
West Virginia,Region II,*,*,*,*,*,*,0.40%,0.20%,0.81%,0.51%,0.27%,0.93%
West Virginia,Region III,*,*,*,*,*,*,*,*,*,0.52%,0.27%,1.00%
West Virginia,Region IV,*,*,*,0.94%,0.48%,1.80%,0.43%,0.21%,0.85%,0.51%,0.28%,0.93%
West Virginia,Region V,*,*,*,1.34%,0.71%,2.52%,0.56%,0.29%,1.09%,0.65%,0.36%,1.18%
West Virginia,Region VI,*,*,*,1.12%,0.57%,2.16%,0.39%,0.19%,0.81%,0.48%,0.26%,0.89%
Wisconsin,Wisconsin,0.10%,0.05%,0.21%,0.75%,0.42%,1.36%,0.29%,0.15%,0.55%,0.35%,0.20%,0.64%
Wisconsin,Milwaukee,*,*,*,*,*,*,0.43%,0.19%,0.97%,0.42%,0.20%,0.90%
Wisconsin,Northeastern,*,*,*,0.87%,0.42%,1.80%,0.27%,0.12%,0.60%,0.35%,0.17%,0.70%
Wisconsin,Northern,*,*,*,*,*,*,*,*,*,0.36%,0.18%,0.72%
Wisconsin,Southeastern,*,*,*,0.82%,0.40%,1.69%,0.22%,0.10%,0.49%,0.30%,0.15%,0.60%
Wisconsin,Southern,*,*,*,0.74%,0.36%,1.52%,0.29%,0.13%,0.66%,0.36%,0.18%,0.72%
Wisconsin,Western,*,*,*,*,*,*,*,*,*,0.36%,0.17%,0.73%
Wyoming,Wyoming,0.08%,0.03%,0.18%,0.59%,0.29%,1.17%,0.19%,0.09%,0.43%,0.25%,0.12%,0.50%
Wyoming,Judicial District 1 (Laramie),*,*,*,*,*,*,0.22%,0.09%,0.54%,0.27%,0.12%,0.60%
Wyoming,Judicial District 2,*,*,*,*,*,*,*,*,*,0.22%,0.10%,0.51%
Wyoming,Judicial District 3,*,*,*,*,*,*,*,*,*,0.24%,0.11%,0.55%
Wyoming,Judicial District 4,*,*,*,*,*,*,*,*,*,*,*,*
Wyoming,Judicial District 5,*,*,*,*,*,*,*,*,*,*,*,*
Wyoming,Judicial District 6,*,*,*,*,*,*,*,*,*,0.26%,0.11%,0.59%
Wyoming,Judicial District 7 (Natrona),*,*,*,*,*,*,*,*,*,0.26%,0.12%,0.58%
Wyoming,Judicial District 8,*,*,*,*,*,*,*,*,*,*,*,*
Wyoming,Judicial District 9,*,*,*,*,*,*,*,*,*,*,*,*
